# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr 12 09:35:19 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr > 0
# CONSTRAINT:  and pl_orbeccenstr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
HD 125612 d,Radial Velocity,2009,3008.00000000,202.00000000,-202.00000000,0,0.280000,0.120000,-0.120000,0
HD 162020 b,Radial Velocity,2002,8.42820000,0.00005600,-0.00005600,0,0.280000,0.000000,0.000000,0
HD 181433 c,Radial Velocity,2008,962.00000000,15.00000000,-15.00000000,0,0.280000,0.020000,-0.020000,0
HD 183579 b,Transit,2021,17.47127800,0.00005800,-0.00006000,0,0.280000,,,0
HD 187123 c,Radial Velocity,2008,3324.00000000,46.00000000,-46.00000000,0,0.280000,0.022000,-0.022000,0
HD 38529 b,Radial Velocity,2000,14.30944000,0.00030000,-0.00030000,0,0.280000,0.017000,-0.017000,0
HD 60532 b,Radial Velocity,2008,201.30000000,0.60000000,-0.60000000,0,0.280000,0.030000,-0.030000,0
HD 73526 c,Radial Velocity,2005,379.10000000,0.50000000,-0.50000000,0,0.280000,0.050000,-0.050000,0
HR 858 d,Transit,2019,11.23000000,0.00110000,-0.00100000,0,0.280000,,,1
Kepler-20 e,Transit,2011,6.09849300,0.00006500,-0.00006500,0,0.280000,,,1
NGC 2682 YBP 1514 b,Radial Velocity,2014,5.11800000,0.00100000,-0.00100000,0,0.280000,0.090000,-0.090000,0
TOI-201 b,Transit,2021,52.97818000,0.00004000,-0.00004000,0,0.280000,0.060000,-0.090000,0
TYC 4282-00605-1 b,Radial Velocity,2017,101.54000000,0.05000000,-0.05000000,0,0.280000,0.010000,-0.010000,0
WASP-107 c,Radial Velocity,2020,1088.00000000,15.00000000,-16.00000000,0,0.280000,0.070000,-0.070000,0
HD 23596 b,Radial Velocity,2003,1535.11912389,7.76172062,-9.26012683,0,0.282012,0.016694,-0.013551,0
HD 128311 b,Radial Velocity,2002,453.28000000,0.69000000,-0.68000000,0,0.283000,0.040000,-0.040000,0
Kepler-65 e,Radial Velocity,2019,258.80000000,1.50000000,-1.30000000,0,0.283000,0.064000,-0.071000,0
HD 95089 c,Radial Velocity,2018,1785.00000000,32.00000000,-32.00000000,0,0.284000,0.042000,-0.042000,0
TOI-942 b,Transit,2020,4.32630000,0.00110000,-0.00110000,0,0.285000,0.133000,-0.099000,0
XO-3 b,Transit,2007,3.19152300,,,0,0.285000,0.003000,-0.003000,0
HD 11112 b,Radial Velocity,2022,17244.90764393,3936.68341698,-1253.09467791,0,0.285438,0.113549,-0.201952,0
K2-261 b,Transit,2018,11.63347800,0.00001700,-0.00001700,0,0.286000,0.064000,-0.069000,0
Kepler-74 b,Transit,2013,7.34071800,0.00000100,-0.00000100,0,0.287000,0.062000,-0.062000,0
HD 8574 b,Radial Velocity,2002,227.55000000,0.77000000,-0.77000000,0,0.288000,0.053000,-0.053000,0
30 Ari B b,Radial Velocity,2009,335.10000000,2.50000000,-2.50000000,0,0.289000,0.092000,-0.092000,0
HD 203473 b,Radial Velocity,2018,1552.90000000,3.40000000,-3.40000000,0,0.289000,0.010000,-0.010000,0
24 Sex c,Radial Velocity,2010,883.00000000,32.40000000,-13.80000000,0,0.290000,0.160000,-0.090000,0
30 Ari B b,Radial Velocity,2009,335.10001000,2.50000000,-2.50000000,0,0.290000,0.090000,-0.090000,0
BD+14 4559 b,Radial Velocity,2009,268.94000000,0.99000000,-0.99000000,0,0.290000,0.030000,-0.030000,0
BD+14 4559 b,Radial Velocity,2009,268.94000000,0.99000000,-0.99000000,0,0.290000,0.030000,-0.030000,0
GJ 1061 c,Radial Velocity,2020,6.68900000,0.00500000,-0.00500000,0,0.290000,,,1
GJ 9689 b,Radial Velocity,2020,18.27000000,0.01000000,-0.01000000,0,0.290000,0.110000,-0.130000,0
HAT-P-56 b,Transit,2015,2.79083270,0.00000470,-0.00000470,0,0.290000,,,1
HATS-2 b,Transit,2013,1.35413300,0.00000100,-0.00000100,0,0.290000,,,1
HD 158038 b,Radial Velocity,2011,521.00000000,6.90000000,-6.90000000,0,0.290000,0.090000,-0.090000,0
HD 20794 e,Radial Velocity,2017,147.02000000,1.43000000,-0.91000000,0,0.290000,0.140000,-0.180000,0
HD 216437 b,Radial Velocity,2002,1256.00000000,35.00000000,-35.00000000,0,0.290000,0.120000,-0.120000,0
HD 40307 g,Radial Velocity,2013,197.80000000,5.70000000,-9.00000000,0,0.290000,0.310000,-0.290000,0
HD 49674 b,Radial Velocity,2002,4.94370000,0.00230000,-0.00230000,0,0.290000,0.150000,-0.150000,0
HD 52265 b,Radial Velocity,2000,118.96000000,0.10000000,-0.10000000,0,0.290000,0.040000,-0.040000,0
HD 73526 b,Radial Velocity,2002,188.90000000,0.10000000,-0.10000000,0,0.290000,0.030000,-0.030000,0
HIP 79431 b,Radial Velocity,2009,111.70000000,0.70000000,-0.70000000,0,0.290000,0.020000,-0.020000,0
K2-132 b,Transit,2017,9.17080000,0.00250000,-0.00250000,0,0.290000,0.049000,-0.049000,0
Kepler-167 e,Transit,2016,1071.23205000,0.00059000,-0.00058000,0,0.290000,,,1
Kepler-444 f,Transit,2015,9.74048600,0.00001300,-0.00001300,0,0.290000,0.200000,-0.190000,0
Kepler-451 c,Eclipse Timing Variations,2022,1460.00000000,90.00000000,-90.00000000,0,0.290000,0.070000,-0.070000,0
LHS 1140 b,Transit,2017,24.73712000,0.00025000,-0.00025000,0,0.290000,,,1
V1298 Tau b,Transit,2019,24.13960000,0.00180000,-0.00180000,0,0.290000,,,1
XO-3 b,Transit,2007,3.19154000,0.00014000,-0.00014000,0,0.290000,0.000000,0.000000,0
HD 158038 b,Radial Velocity,2011,521.00000000,6.90000000,-6.90000000,0,0.291000,0.093000,-0.093000,0
HD 23596 b,Radial Velocity,2003,1565.00000000,21.00000000,-21.00000000,0,0.292000,0.023000,-0.023000,0
HD 96700 c,Radial Velocity,2021,19.88000000,0.01000000,-0.01000000,0,0.293000,,,1
HD 169830 b,Radial Velocity,2000,225.67371788,0.05685374,-0.06499932,0,0.293956,0.011535,-0.011471,0
HD 95089 c,Radial Velocity,2018,1860.00000000,370.00000000,-570.00000000,0,0.294000,0.070000,-0.067000,0
WASP-41 c,Radial Velocity,2015,421.00000000,2.00000000,-2.00000000,0,0.294000,0.024000,-0.024000,0
ups And d,Radial Velocity,1999,1282.41000000,0.93000000,-0.94000000,0,0.294000,0.011000,-0.012000,0
HAT-P-17 c,Radial Velocity,2010,3972.00000000,185.00000000,-146.00000000,0,0.295000,0.021000,-0.021000,0
HD 187123 c,Radial Velocity,2008,3380.00000000,41.00000000,-40.00000000,0,0.295000,0.026000,-0.025000,0
HD 93385 b,Radial Velocity,2021,7.34260000,0.00120000,-0.00120000,0,0.295000,,,1
WASP-47 c,Radial Velocity,2015,588.80000000,2.00000000,-2.00000000,0,0.295000,0.016000,-0.016000,0
GJ 676 A c,Radial Velocity,2016,13921.42302046,1232.33793852,-1514.65142557,0,0.295316,0.032892,-0.048992,0
K2-138 c,Transit,2017,3.55987000,0.00023000,-0.00022000,0,0.296000,,,1
WASP-47 c,Radial Velocity,2015,588.50000000,2.40000000,-2.40000000,0,0.296000,0.017000,-0.017000,0
HD 8574 b,Radial Velocity,2002,227.00000000,0.20000000,-0.20000000,0,0.297000,0.026000,-0.026000,0
HATS-62 b,Transit,2018,3.27688370,0.00000330,-0.00000330,0,0.298000,,,0
HD 3765 b,Radial Velocity,2021,1211.00000000,15.00000000,-16.00000000,0,0.298000,0.078000,-0.071000,0
TOI-558 b,Transit,2021,14.57407100,0.00002600,-0.00002600,0,0.298000,0.022000,-0.020000,0
ups And d,Radial Velocity,1999,1276.46000000,0.57000000,-0.57000000,0,0.298700,0.007200,-0.007200,0
GJ 649 b,Radial Velocity,2009,598.30000000,4.20000000,-4.20000000,0,0.300000,0.080000,-0.080000,0
HATS-3 b,Transit,2013,3.54785100,0.00000500,-0.00000500,0,0.300000,,,1
HD 109833 c,Transit,2022,13.90014800,0.00005700,-0.00005700,0,0.300000,0.210000,-0.190000,0
HD 11506 b,Radial Velocity,2007,1405.00000000,45.00000000,-45.00000000,0,0.300000,0.100000,-0.100000,0
HD 11506 b,Radial Velocity,2007,1405.00000000,45.00000000,-45.00000000,0,0.300000,0.100000,-0.100000,0
HD 11964 c,Radial Velocity,2008,37.91000000,0.04100000,-0.04100000,0,0.300000,0.170000,-0.170000,0
HD 11977 b,Radial Velocity,2005,621.60000000,2.40000000,-2.40000000,0,0.300000,0.030000,-0.030000,0
HD 128311 b,Radial Velocity,2002,460.10000000,4.20000000,-3.60000000,0,0.300000,0.030000,-0.040000,0
HD 177830 c,Radial Velocity,2010,110.90000000,0.10000000,-0.10000000,0,0.300000,0.100000,-0.100000,0
HD 185269 b,Radial Velocity,2006,6.83785000,0.00100000,-0.00100000,0,0.300000,0.040000,-0.040000,0
HD 185269 b,Radial Velocity,2006,6.83800000,0.00100000,-0.00100000,0,0.300000,0.040000,-0.040000,0
HD 192310 b,Radial Velocity,2011,74.39000000,0.12000000,-0.12000000,0,0.300000,0.090000,-0.090000,0
HD 196050 b,Radial Velocity,2002,1321.00000000,54.00000000,-54.00000000,0,0.300000,,,0
HD 19994 b,Radial Velocity,2003,535.70000000,3.10000000,-3.10000000,0,0.300000,0.040000,-0.040000,0
HD 218566 b,Radial Velocity,2010,225.70000000,0.40000000,-0.40000000,0,0.300000,0.100000,-0.100000,0
HD 218566 b,Radial Velocity,2010,225.70000000,0.40000000,-0.40000000,0,0.300000,0.100000,-0.100000,0
HD 238090 b,Radial Velocity,2020,13.67100000,0.01100000,-0.01000000,0,0.300000,0.160000,-0.170000,0
HD 31253 b,Radial Velocity,2010,466.00000000,3.00000000,-3.00000000,0,0.300000,0.200000,-0.200000,0
HD 31253 b,Radial Velocity,2010,466.00000000,3.00000000,-3.00000000,0,0.300000,0.200000,-0.200000,0
HD 47536 b,Radial Velocity,2002,434.90000000,2.60000000,-2.60000000,0,0.300000,0.100000,-0.100000,0
HD 8574 b,Radial Velocity,2002,227.00000000,0.20000000,-0.20000000,0,0.300000,0.030000,-0.030000,0
HD 92788 b,Radial Velocity,2000,326.70000000,3.20000000,-3.20000000,0,0.300000,0.060000,-0.060000,0
HD 96127 b,Radial Velocity,2011,647.30000000,16.80000000,-16.80000000,0,0.300000,0.100000,-0.100000,0
HD 96127 b,Radial Velocity,2011,647.29999000,17.00000000,-17.00000000,0,0.300000,0.100000,-0.100000,0
HR 858 b,Transit,2019,3.58599000,0.00015000,-0.00015000,0,0.300000,,,1
NGC 2682 YBP 1194 b,Radial Velocity,2014,6.95900000,0.00100000,-0.00100000,0,0.300000,0.080000,-0.080000,0
TOI-2285 b,Transit,2021,27.26955000,0.00013000,-0.00010000,0,0.300000,0.100000,-0.090000,0
WASP-117 b,Transit,2014,10.02165000,0.00055000,-0.00055000,0,0.300000,0.026000,-0.026000,0
WASP-117 b,Transit,2014,10.02165000,0.00055000,-0.00055000,0,0.300000,0.020000,-0.020000,0
WASP-8 b,Transit,2010,8.20000000,,,0,0.300000,,,0
HD 190360 b,Radial Velocity,2003,2889.00000000,14.00000000,-14.00000000,0,0.301000,0.020000,-0.020000,0
WASP-117 b,Transit,2014,10.02165000,0.00055000,-0.00055000,0,0.302000,0.023000,-0.023000,0
HD 128311 b,Radial Velocity,2002,453.01900000,0.40400000,-0.40400000,0,0.303000,0.011000,-0.011000,0
HAT-P-65 b,Transit,2016,2.60545520,0.00000310,-0.00000310,0,0.304000,,,1
WASP-8 b,Transit,2010,8.15871500,0.00001600,-0.00001600,0,0.304000,0.004000,-0.004000,0
HIP 19976 b,Radial Velocity,2022,50.65905263,0.06281642,-0.07830230,0,0.304346,0.200387,-0.145190,0
WASP-8 b,Transit,2010,8.15872400,0.00001400,-0.00001500,0,0.304400,0.003900,-0.004000,0
55 Cnc f,Radial Velocity,2007,262.00000000,0.51000000,-0.51000000,0,0.305000,0.075000,-0.075000,0
HD 1461 c,Radial Velocity,2015,13.50520000,0.00290000,-0.00290000,0,0.305000,,,1
HIP 34222 b,Radial Velocity,2021,159.98600000,2.67530000,-2.92560000,0,0.305000,,,0
WASP-8 b,Transit,2010,8.15871500,0.00001600,-0.00001600,0,0.305700,0.004600,-0.004600,0
HATS-35 b,Transit,2016,1.82099930,0.00000160,-0.00000160,0,0.306000,,,1
HD 169830 b,Radial Velocity,2000,225.78900000,0.07400000,-0.08100000,0,0.306000,0.012000,-0.013000,0
HD 8574 b,Radial Velocity,2002,227.04000000,0.09000000,-0.09500000,0,0.306000,0.022000,-0.022000,0
HD 145377 b,Radial Velocity,2008,103.95000000,0.13000000,-0.13000000,0,0.307000,0.017000,-0.017000,0
GJ 317 c,Radial Velocity,2018,5312.00000000,758.00000000,-1248.00000000,0,0.308000,0.065000,-0.079000,0
HD 118203 b,Radial Velocity,2005,6.13350000,0.00060000,-0.00060000,0,0.309000,0.014000,-0.014000,0
BD-06 1339 c,Radial Velocity,2013,125.94000000,0.44000000,-0.44000000,0,0.310000,0.110000,-0.110000,0
GJ 1061 b,Radial Velocity,2020,3.20400000,0.00100000,-0.00100000,0,0.310000,,,1
GJ 3341 b,Radial Velocity,2015,14.20700000,0.00700000,-0.00700000,0,0.310000,0.110000,-0.110000,0
HD 103891 b,Radial Velocity,2022,1919.00000000,14.00000000,-15.00000000,0,0.310000,0.030000,-0.030000,0
HD 106315 b,Transit,2017,9.55385000,0.00095000,-0.00072000,0,0.310000,,,1
HD 118203 b,Radial Velocity,2005,6.13350000,0.00060000,-0.00060000,0,0.310000,0.010000,-0.010000,0
HD 128311 b,Radial Velocity,2002,422.00000000,10.00000000,-10.00000000,0,0.310000,0.100000,-0.100000,0
HD 145377 b,Radial Velocity,2008,103.95000000,0.13000000,-0.13000000,0,0.310000,0.020000,-0.020000,0
HD 160691 b,Radial Velocity,2000,637.00000000,8.00000000,-8.00000000,0,0.310000,0.080000,-0.080000,0
HD 169830 b,Radial Velocity,2000,225.62000000,0.22000000,-0.22000000,0,0.310000,0.010000,-0.010000,0
HD 190360 b,Radial Velocity,2003,2915.03687000,29.00000000,-29.00000000,0,0.310000,0.020000,-0.020000,0
HD 90156 b,Radial Velocity,2009,49.77000000,0.07000000,-0.07000000,0,0.310000,0.100000,-0.100000,0
K2-10 b,Transit,2015,19.30440000,0.00120000,-0.00120000,0,0.310000,0.160000,-0.180000,0
Kepler-444 c,Transit,2015,4.54588410,0.00000700,-0.00000710,0,0.310000,0.120000,-0.150000,0
LHS 1140 c,Transit,2018,3.77793100,0.00000300,-0.00000300,0,0.310000,,,1
NGC 2682 YBP 1194 b,Radial Velocity,2014,6.96000000,0.00100000,-0.00100000,0,0.310000,0.080000,-0.080000,0
WASP-8 b,Transit,2010,8.15871500,0.00001600,-0.00001500,0,0.310000,0.002900,-0.002400,0
WASP-8 b,Transit,2010,8.15872000,0.00001500,-0.00001500,0,0.310000,0.000000,0.000000,0
HD 217786 b,Radial Velocity,2011,1301.36009179,1.17485895,-0.48567017,0,0.310811,0.002189,-0.002923,0
HATS-40 b,Transit,2018,3.26427360,0.00000580,-0.00000580,0,0.312000,,,1
HD 80913 b,Radial Velocity,2022,10839.83340606,2660.45782843,-1973.20021385,0,0.312809,0.151846,-0.131477,0
HD 190360 b,Radial Velocity,2003,2915.00000000,29.00000000,-29.00000000,0,0.313000,0.019000,-0.019000,0
GJ 1148 b,Radial Velocity,2010,41.39700000,0.01600000,-0.01600000,0,0.314000,0.086000,-0.086000,0
bet Pic c,Radial Velocity,2019,1192.77951035,5.50555326,-4.43171667,0,0.314213,0.024118,-0.034335,0
K2-138 e,Transit,2017,8.26144000,0.00045000,-0.00044000,0,0.315000,,,1
ups And d,Radial Velocity,1999,1281.50700000,1.05500000,-1.05500000,0,0.316000,0.006000,-0.006000,0
HD 216437 b,Radial Velocity,2002,1334.28000000,13.07000000,-13.36000000,0,0.317000,0.028000,-0.027000,0
GJ 676 A b,Radial Velocity,2010,1051.44520601,0.37706781,-0.40023415,0,0.318615,0.002665,-0.002825,0
55 Cnc f,Radial Velocity,2007,261.20000000,0.40000000,-0.40000000,0,0.320000,0.050000,-0.050000,0
AF Lep b,Imaging,2023,9060.00000000,3650.00000000,-2480.00000000,0,0.320000,0.410000,-0.230000,0
GJ 3090 b,Transit,2022,2.85313600,0.00006400,-0.00003800,0,0.320000,,,1
GJ 3138 d,Radial Velocity,2017,257.80000000,3.60000000,-3.50000000,0,0.320000,0.200000,-0.210000,0
HD 113538 c,Radial Velocity,2010,1657.00000000,48.00000000,-48.00000000,0,0.320000,0.060000,-0.060000,0
HD 114729 b,Radial Velocity,2002,1135.00000000,9.00000000,-9.00000000,0,0.320000,0.180000,-0.180000,0
HD 192310 c,Radial Velocity,2011,525.80000000,9.20000000,-9.20000000,0,0.320000,0.110000,-0.110000,0
HD 208487 b,Radial Velocity,2004,130.00000000,1.00000000,-1.00000000,0,0.320000,0.100000,-0.100000,0
HD 52265 b,Radial Velocity,2000,119.29000000,0.08600000,-0.08600000,0,0.320000,0.060000,-0.060000,0
HD 66428 c,Radial Velocity,2021,39000.00000000,56000.00000000,-18000.00000000,0,0.320000,0.230000,-0.160000,0
HIP 94235 b,Transit,2022,7.71305700,0.00002100,-0.00002100,0,0.320000,0.200000,-0.200000,0
Kepler-1514 c,Transit,2020,10.51418100,0.00003900,-0.00003900,0,0.320000,0.350000,-0.190000,0
Kepler-20 b,Transit,2011,3.69612190,0.00000430,-0.00000640,0,0.320000,,,1
Kepler-20 f,Transit,2011,19.57706000,0.00052000,-0.00052000,0,0.320000,,,1
Kepler-74 b,Transit,2013,7.34071100,0.00000600,-0.00000600,0,0.320000,,,1
TOI-3884 b,Transit,2022,4.54456970,0.00000940,-0.00000940,0,0.320000,,,1
Wolf 1061 d,Radial Velocity,2015,67.27000000,0.12000000,-0.12000000,0,0.320000,0.160000,-0.160000,0
ups Leo b,Radial Velocity,2021,385.20000000,2.80000000,-1.30000000,0,0.320000,0.134000,-0.218000,0
GJ 676 A b,Radial Velocity,2010,1051.10000000,0.40000000,-0.40000000,0,0.323000,0.002000,-0.002000,0
GJ 143 b,Transit,2019,35.58900000,0.00600000,-0.00500000,0,0.325000,0.079000,-0.079000,0
HD 52265 b,Radial Velocity,2000,119.29000000,0.08600000,-0.08600000,0,0.325000,0.065000,-0.065000,0
TOI-4603 b,Transit,2023,7.24599000,0.00022000,-0.00021000,0,0.325000,0.020000,-0.020000,0
GJ 676 A b,Radial Velocity,2010,1056.80000000,2.80000000,-2.80000000,0,0.326000,0.009000,-0.009000,0
55 Cnc d,Radial Velocity,2002,4517.40000000,77.80000000,-77.80000000,0,0.327000,0.280000,-0.280000,0
HD 190360 b,Radial Velocity,2003,2892.20000000,4.50000000,-4.50000000,0,0.327400,0.008100,-0.008700,0
GJ 676 A b,Radial Velocity,2010,1050.30000000,1.20000000,-1.20000000,0,0.328000,0.004000,-0.004000,0
2MASS J19383260+4603591 b,Eclipse Timing Variations,2015,406.00000000,4.00000000,-4.00000000,0,0.330000,0.050000,-0.050000,0
CoRoT-16 b,Transit,2011,5.35227000,0.00020000,-0.00020000,0,0.330000,0.090000,-0.100000,0
GJ 3293 c,Radial Velocity,2015,123.75000000,0.30000000,-0.30000000,0,0.330000,0.060000,-0.060000,0
GJ 676 A b,Radial Velocity,2010,1056.80005000,2.80000000,-2.80000000,0,0.330000,0.010000,-0.010000,0
GJ 9066 c,Radial Velocity,2020,767.88700000,7.50000000,-7.50000000,0,0.330000,0.100000,-0.100000,0
HATS-51 b,Transit,2017,3.34887020,0.00000390,-0.00000390,0,0.330000,,,1
HATS-53 b,Transit,2017,3.85377680,0.00000380,-0.00000380,0,0.330000,,,1
HD 133131 A b,Radial Velocity,2016,649.00000000,3.00000000,-3.00000000,0,0.330000,0.030000,-0.030000,0
HD 169830 c,Radial Velocity,2003,2102.00000000,264.00000000,-264.00000000,0,0.330000,0.020000,-0.020000,0
HD 175541 b,Radial Velocity,2007,297.29999000,6.00000000,-6.00000000,0,0.330000,0.200000,-0.200000,0
HD 175541 b,Radial Velocity,2007,297.30000000,0.60000000,-0.60000000,0,0.330000,0.200000,-0.200000,0
HD 216437 b,Radial Velocity,2002,1294.00000000,250.00000000,-250.00000000,0,0.330000,0.090000,-0.090000,0
HD 92788 b,Radial Velocity,2000,325.81000000,0.26000000,-0.26000000,0,0.330000,0.010000,-0.010000,0
Kepler-1319 b,Transit,2016,2.88676239,0.00000377,-0.00000377,0,0.330000,0.070000,-0.080000,0
Kepler-296 b,Transit,2014,10.86438400,0.00005100,-0.00004600,0,0.330000,,,1
Kepler-296 c,Transit,2014,5.84163660,0.00001000,-0.00001000,0,0.330000,,,1
Kepler-296 d,Transit,2014,19.85029100,0.00006100,-0.00005700,0,0.330000,,,1
Kepler-296 e,Transit,2014,34.14211000,0.00025000,-0.00025000,0,0.330000,,,1
Kepler-296 f,Transit,2014,63.33627000,0.00060000,-0.00062000,0,0.330000,,,1
Kepler-425 b,Transit,2014,3.79701816,0.00000019,-0.00000019,0,0.330000,,,1
Ross 508 b,Radial Velocity,2022,10.77000000,0.01000000,-0.01000000,0,0.330000,0.130000,-0.150000,0
WASP-186 b,Transit,2020,5.02679900,0.00001200,-0.00001400,0,0.330000,0.010000,-0.010000,0
HD 28109 b,Transit,2022,22.89104000,0.00035000,-0.00036000,0,0.330700,,,1
HD 39194 d,Radial Velocity,2021,33.91000000,0.03000000,-0.03000000,0,0.333000,,,1
HD 50499 b,Radial Velocity,2005,2453.00000000,27.00000000,-27.00000000,0,0.334000,0.059000,-0.059000,0
HD 181433 b,Radial Velocity,2008,9.37450000,0.00020000,-0.00020000,0,0.336000,0.014000,-0.014000,0
14 Her b,Radial Velocity,2002,1796.40000000,8.30000000,-8.30000000,0,0.338000,0.011000,-0.011000,0
HD 109286 b,Radial Velocity,2021,520.10000000,2.30000000,-2.30000000,0,0.338000,0.034000,-0.035000,0
TOI-1272 b,Transit,2022,3.31599000,0.00002000,-0.00002000,0,0.338000,0.056000,-0.062000,0
HATS-11 b,Transit,2016,3.61916130,0.00000990,-0.00000990,0,0.340000,,,1
HD 102365 b,Radial Velocity,2010,122.10000000,0.30000000,-0.30000000,0,0.340000,0.140000,-0.140000,0
HD 107148 c,Radial Velocity,2021,18.32670000,0.00220000,-0.00240000,0,0.340000,0.130000,-0.160000,0
HD 124330 b,Radial Velocity,2021,270.66000000,1.21000000,-1.21000000,0,0.340000,0.050000,-0.050000,0
HD 132406 b,Radial Velocity,2007,974.00000000,39.00000000,-39.00000000,0,0.340000,0.090000,-0.090000,0
HD 132406 b,Radial Velocity,2007,974.00000000,39.00000000,-39.00000000,0,0.340000,0.090000,-0.090000,0
HD 153950 b,Radial Velocity,2008,499.40000000,3.60000000,-3.60000000,0,0.340000,0.021000,-0.021000,0
HD 153950 b,Radial Velocity,2008,499.39999000,3.60000000,-3.60000000,0,0.340000,0.020000,-0.020000,0
HD 18599 b,Transit,2022,4.13743540,0.00000360,-0.00000370,0,0.340000,0.070000,-0.090000,0
HD 190360 b,Radial Velocity,2003,2854.00000000,13.00000000,-13.00000000,0,0.340000,0.018000,-0.018000,0
HD 219134 h,Radial Velocity,2015,1842.00000000,4199.00000000,-292.00000000,0,0.340000,0.170000,-0.170000,0
HD 33564 b,Radial Velocity,2005,388.00000000,3.00000000,-3.00000000,0,0.340000,0.020000,-0.020000,0
HD 73526 b,Radial Velocity,2002,190.50000000,3.00000000,-3.00000000,0,0.340000,0.080000,-0.080000,0
KOI-12 b,Transit,2015,17.85518200,0.00000800,-0.00000600,0,0.340000,0.080000,-0.070000,0
Kepler-440 b,Transit,2015,101.11141000,0.00087000,-0.00068000,0,0.340000,0.120000,-0.190000,-1
Kepler-970 b,Transit,2016,16.73652500,0.00002000,-0.00002000,0,0.340000,0.180000,-0.220000,0
HD 38529 c,Radial Velocity,2000,2136.10000000,3.10000000,-3.10000000,0,0.340700,0.006900,-0.006900,0
HD 25015 b,Radial Velocity,2019,6134.42699930,618.42582502,-506.67463269,0,0.340768,0.085145,-0.076720,0
HD 38529 c,Radial Velocity,2000,2140.20000000,5.70000000,-5.70000000,0,0.341000,0.005000,-0.005000,0
HAT-P-17 b,Transit,2010,10.33852300,0.00000900,-0.00000900,0,0.341700,0.003600,-0.003600,0
GJ 1148 c,Radial Velocity,2017,532.58000000,4.14000000,-2.52000000,0,0.342000,0.050000,-0.062000,0
HAT-P-17 b,Transit,2010,10.33852300,0.00000900,-0.00000900,0,0.342000,0.006000,-0.006000,0
HD 38529 c,Radial Velocity,2000,2132.40000000,3.20000000,-3.20000000,0,0.342000,0.007000,-0.007000,0
HD 27894 d,Radial Velocity,2017,5019.54243994,32.59358957,-31.12556832,0,0.342834,0.031200,-0.026394,0
HD 190360 b,Radial Velocity,2003,2867.90000000,7.70000000,-7.70000000,0,0.343000,0.017000,-0.017000,0
HD 154088 b,Radial Velocity,2021,18.56000000,0.01000000,-0.01000000,0,0.344000,,,1
HD 136118 b,Radial Velocity,2022,1187.59765270,2.22731687,-2.38110801,0,0.344143,0.013999,-0.013565,0
DENIS-P J082303.1-491201 b,Astrometry,2013,246.36000000,1.38000000,-1.35000000,0,0.345000,0.068000,-0.064000,0
HD 128311 b,Radial Velocity,2002,454.20000000,1.60000000,-1.60000000,0,0.345000,0.049000,-0.049000,0
HD 50499 b,Radial Velocity,2005,2462.00000000,15.00000000,-16.00000000,0,0.348000,0.046000,-0.045000,0
K2-138 d,Transit,2017,5.40478000,0.00048000,-0.00046000,0,0.348000,,,1
61 Vir d,Radial Velocity,2009,123.01000000,0.55000000,-0.55000000,0,0.350000,0.090000,-0.090000,0
BD+49 828 b,Radial Velocity,2015,2590.00000000,300.00000000,-180.00000000,0,0.350000,0.240000,-0.100000,0
GJ 896 A b,Astrometry,2022,284.39000000,1.47000000,-1.47000000,0,0.350000,0.190000,-0.190000,0
HAT-P-17 b,Transit,2010,10.33852000,0.00000900,-0.00000900,0,0.350000,0.010000,-0.010000,0
HD 164604 b,Radial Velocity,2009,641.47200000,10.12900000,-10.12900000,0,0.350000,0.100000,-0.100000,0
HD 169830 b,Radial Velocity,2000,229.90000000,4.60000000,-4.60000000,0,0.350000,0.040000,-0.040000,0
HD 24064 b,Radial Velocity,2015,535.59998000,3.00000000,-3.00000000,0,0.350000,0.080000,-0.080000,0
HD 24064 b,Radial Velocity,2015,535.60000000,3.00000000,-3.00000000,0,0.350000,0.080000,-0.080000,0
HD 52265 b,Radial Velocity,2000,119.60000000,0.42000000,-0.42000000,0,0.350000,0.030000,-0.030000,0
HD 92788 b,Radial Velocity,2000,325.80300000,0.03652500,-0.03652500,0,0.350000,0.004000,-0.005000,0
HD 92788 b,Radial Velocity,2000,325.00000000,0.50000000,-0.50000000,0,0.350000,0.010000,-0.010000,0
K2-280 b,Transit,2018,19.89526000,0.00028000,-0.00028000,0,0.350000,0.050000,-0.040000,0
